keyword,intent,format_page,zone_type,metier,modificateur,vol_estime,difficulte,page_cible,statut,priorite,tier,quick_win,raison_priorite
couvreur oullins 69600,transactional,local-listing,commune-banlieue,couvreur,aucun,35,medium,/lyon/oullins/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
ravalement facade chambery,transactional,local-listing,ville-principale,multi,aucun,35,medium,/travaux/ravalement-facade/chambery,a-creer,2,T2-volume-eleve,oui,Travaux + ville - intent project achat
changement fenetres chambery,transactional,local-listing,ville-principale,multi,aucun,35,medium,/travaux/changement-fenetres/chambery,a-creer,2,T2-volume-eleve,oui,Travaux + ville - intent project achat
installation electrique chambery,transactional,local-listing,ville-principale,multi,aucun,35,medium,/travaux/installation-electrique/chambery,a-creer,2,T2-volume-eleve,oui,Travaux + ville - intent project achat
recherche fuite eau chambery,transactional,local-listing,ville-principale,multi,aucun,35,medium,/travaux/recherche-fuite-eau/chambery,a-creer,2,T2-volume-eleve,oui,Travaux + ville - intent project achat
macon fontaine 38600,transactional,local-listing,commune-banlieue,macon,aucun,33,medium,/grenoble/fontaine/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur fontaine 38600,transactional,local-listing,commune-banlieue,couvreur,aucun,33,medium,/grenoble/fontaine/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
macon sainte foy les lyon 69110,transactional,local-listing,commune-banlieue,macon,aucun,33,medium,/lyon/sainte-foy-les-lyon/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur sainte foy les lyon 69110,transactional,local-listing,commune-banlieue,couvreur,aucun,33,medium,/lyon/sainte-foy-les-lyon/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
macon annecy le vieux 74940,transactional,local-listing,commune-banlieue,macon,aucun,32,medium,/annecy/annecy-le-vieux/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur annecy le vieux 74940,transactional,local-listing,commune-banlieue,couvreur,aucun,32,medium,/annecy/annecy-le-vieux/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
macon tassin la demi lune 69160,transactional,local-listing,commune-banlieue,macon,aucun,32,medium,/lyon/tassin-la-demi-lune/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur tassin la demi lune 69160,transactional,local-listing,commune-banlieue,couvreur,aucun,32,medium,/lyon/tassin-la-demi-lune/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
macon saint genis laval 69230,transactional,local-listing,commune-banlieue,macon,aucun,32,medium,/lyon/saint-genis-laval/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur saint genis laval 69230,transactional,local-listing,commune-banlieue,couvreur,aucun,32,medium,/lyon/saint-genis-laval/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
plombier nuit valence,transactional,local-listing,ville-principale,plombier,ouvert-24h,32,medium,/valence/plombier,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
electricien nuit valence,transactional,local-listing,ville-principale,electricien,ouvert-24h,32,medium,/valence/electricien,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
peintre nuit valence,transactional,local-listing,ville-principale,peintre,ouvert-24h,32,medium,/valence/peintre,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
macon nuit valence,transactional,local-listing,ville-principale,macon,ouvert-24h,32,medium,/valence/macon,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
carreleur nuit valence,transactional,local-listing,ville-principale,carreleur,ouvert-24h,32,medium,/valence/carreleur,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
menuisier nuit valence,transactional,local-listing,ville-principale,menuisier,ouvert-24h,32,medium,/valence/menuisier,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
couvreur nuit valence,transactional,local-listing,ville-principale,couvreur,ouvert-24h,32,medium,/valence/couvreur,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
chauffagiste nuit valence,transactional,local-listing,ville-principale,chauffagiste,ouvert-24h,32,medium,/valence/chauffagiste,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
fournir ses materiaux soi meme,informational,guide-howto,national,multi,aucun,32,medium,/guides/fournir-materiaux-soi-meme,a-creer,2,T4-questions-guides,oui,Variante reformulation H1
macon seynod 74600,transactional,local-listing,commune-banlieue,macon,aucun,31,medium,/annecy/seynod/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur seynod 74600,transactional,local-listing,commune-banlieue,couvreur,aucun,31,medium,/annecy/seynod/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
macon saint fons 69190,transactional,local-listing,commune-banlieue,macon,aucun,31,medium,/lyon/saint-fons/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur saint fons 69190,transactional,local-listing,commune-banlieue,couvreur,aucun,31,medium,/lyon/saint-fons/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
macon givors 69700,transactional,local-listing,commune-banlieue,macon,aucun,31,medium,/lyon/givors/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur givors 69700,transactional,local-listing,commune-banlieue,couvreur,aucun,31,medium,/lyon/givors/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
macon bourg les valence 26500,transactional,local-listing,commune-banlieue,macon,aucun,31,medium,/valence/bourg-les-valence/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur bourg les valence 26500,transactional,local-listing,commune-banlieue,couvreur,aucun,31,medium,/valence/bourg-les-valence/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
carreleur chambery avis,commercial,local-listing,ville-principale,carreleur,avis,30,medium,/chambery/carreleur,existante,2,T2-volume-eleve,oui,Modificateur avis - fort intent commercial
chauffagiste chambery avis,commercial,local-listing,ville-principale,chauffagiste,avis,30,medium,/chambery/chauffagiste,existante,2,T2-volume-eleve,oui,Modificateur avis - fort intent commercial
meilleur peintre annecy,commercial,local-listing,ville-principale,peintre,meilleur,30,medium,/annecy/peintre,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
macon annecy avis,commercial,local-listing,ville-principale,macon,avis,30,medium,/annecy/macon,existante,2,T2-volume-eleve,oui,Modificateur avis - fort intent commercial
meilleur menuisier annecy,commercial,local-listing,ville-principale,menuisier,meilleur,30,medium,/annecy/menuisier,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
couvreur annecy avis,commercial,local-listing,ville-principale,couvreur,avis,30,medium,/annecy/couvreur,existante,2,T2-volume-eleve,oui,Modificateur avis - fort intent commercial
meilleur carreleur grenoble,commercial,local-listing,ville-principale,carreleur,meilleur,30,medium,/grenoble/carreleur,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur chauffagiste grenoble,commercial,local-listing,ville-principale,chauffagiste,meilleur,30,medium,/grenoble/chauffagiste,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
carreleur valence avis,commercial,local-listing,ville-principale,carreleur,avis,30,medium,/valence/carreleur,existante,2,T2-volume-eleve,oui,Modificateur avis - fort intent commercial
chauffagiste valence avis,commercial,local-listing,ville-principale,chauffagiste,avis,30,medium,/valence/chauffagiste,existante,2,T2-volume-eleve,oui,Modificateur avis - fort intent commercial
macon cran gevrier 74960,transactional,local-listing,commune-banlieue,macon,aucun,30,medium,/annecy/cran-gevrier/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur cran gevrier 74960,transactional,local-listing,commune-banlieue,couvreur,aucun,30,medium,/annecy/cran-gevrier/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
macon meylan 38240,transactional,local-listing,commune-banlieue,macon,aucun,30,medium,/grenoble/meylan/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur meylan 38240,transactional,local-listing,commune-banlieue,couvreur,aucun,30,medium,/grenoble/meylan/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
macon ecully 69130,transactional,local-listing,commune-banlieue,macon,aucun,30,medium,/lyon/ecully/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur ecully 69130,transactional,local-listing,commune-banlieue,couvreur,aucun,30,medium,/lyon/ecully/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
plombier nuit chambery,transactional,local-listing,ville-principale,plombier,ouvert-24h,30,medium,/chambery/plombier,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
electricien nuit chambery,transactional,local-listing,ville-principale,electricien,ouvert-24h,30,medium,/chambery/electricien,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
peintre nuit chambery,transactional,local-listing,ville-principale,peintre,ouvert-24h,30,medium,/chambery/peintre,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
macon nuit chambery,transactional,local-listing,ville-principale,macon,ouvert-24h,30,medium,/chambery/macon,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
carreleur nuit chambery,transactional,local-listing,ville-principale,carreleur,ouvert-24h,30,medium,/chambery/carreleur,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
menuisier nuit chambery,transactional,local-listing,ville-principale,menuisier,ouvert-24h,30,medium,/chambery/menuisier,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
couvreur nuit chambery,transactional,local-listing,ville-principale,couvreur,ouvert-24h,30,medium,/chambery/couvreur,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
chauffagiste nuit chambery,transactional,local-listing,ville-principale,chauffagiste,ouvert-24h,30,medium,/chambery/chauffagiste,a-creer,2,T1-quick-win,oui,Modificateur urgence/dispo - vol direct intent
comment vivre dans la maison pendant travaux,informational,guide-howto,national,multi,aucun,30,medium,/guides/vivre-pendant-travaux,a-creer,2,T4-questions-guides,oui,Variante 'comment' - PAA-friendly
comment avis google artisans fiables,informational,guide-howto,national,multi,aucun,30,medium,/guides/avis-google-vs-bao,a-creer,2,T4-questions-guides,oui,Variante 'comment' - PAA-friendly
macon saint egreve 38120,transactional,local-listing,commune-banlieue,macon,aucun,29,medium,/grenoble/saint-egreve/macon,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
couvreur saint egreve 38120,transactional,local-listing,commune-banlieue,couvreur,aucun,29,medium,/grenoble/saint-egreve/couvreur,a-creer,2,T3-longue-traine,non,Variante avec code postal - signal local hyper-precis
refection toiture valence,transactional,local-listing,ville-principale,multi,aucun,27,medium,/travaux/refection-toiture/valence,a-creer,2,T2-volume-eleve,oui,Travaux + ville - intent project achat
refection toiture chambery,transactional,local-listing,ville-principale,multi,aucun,26,medium,/travaux/refection-toiture/chambery,a-creer,2,T2-volume-eleve,oui,Travaux + ville - intent project achat
meilleur carreleur annecy,commercial,local-listing,ville-principale,carreleur,meilleur,25,medium,/annecy/carreleur,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur chauffagiste annecy,commercial,local-listing,ville-principale,chauffagiste,meilleur,25,medium,/annecy/chauffagiste,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur peintre chambery,commercial,local-listing,ville-principale,peintre,meilleur,24,medium,/chambery/peintre,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
macon chambery avis,commercial,local-listing,ville-principale,macon,avis,24,medium,/chambery/macon,existante,2,T2-volume-eleve,oui,Modificateur avis - fort intent commercial
meilleur menuisier chambery,commercial,local-listing,ville-principale,menuisier,meilleur,24,medium,/chambery/menuisier,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
couvreur chambery avis,commercial,local-listing,ville-principale,couvreur,avis,24,medium,/chambery/couvreur,existante,2,T2-volume-eleve,oui,Modificateur avis - fort intent commercial
meilleur macon grenoble,commercial,local-listing,ville-principale,macon,meilleur,24,medium,/grenoble/macon,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur couvreur grenoble,commercial,local-listing,ville-principale,couvreur,meilleur,24,medium,/grenoble/couvreur,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur peintre valence,commercial,local-listing,ville-principale,peintre,meilleur,24,medium,/valence/peintre,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
macon valence avis,commercial,local-listing,ville-principale,macon,avis,24,medium,/valence/macon,existante,2,T2-volume-eleve,oui,Modificateur avis - fort intent commercial
meilleur menuisier valence,commercial,local-listing,ville-principale,menuisier,meilleur,24,medium,/valence/menuisier,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
couvreur valence avis,commercial,local-listing,ville-principale,couvreur,avis,24,medium,/valence/couvreur,existante,2,T2-volume-eleve,oui,Modificateur avis - fort intent commercial
artisan ae vs societe,informational,guide-howto,national,multi,aucun,24,medium,/guides/artisan-ae-vs-societe,a-creer,2,T4-questions-guides,oui,Variante reformulation H1
meilleur carreleur chambery,commercial,local-listing,ville-principale,carreleur,meilleur,20,medium,/chambery/carreleur,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur chauffagiste chambery,commercial,local-listing,ville-principale,chauffagiste,meilleur,20,medium,/chambery/chauffagiste,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur macon annecy,commercial,local-listing,ville-principale,macon,meilleur,20,medium,/annecy/macon,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur couvreur annecy,commercial,local-listing,ville-principale,couvreur,meilleur,20,medium,/annecy/couvreur,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur carreleur valence,commercial,local-listing,ville-principale,carreleur,meilleur,20,medium,/valence/carreleur,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur chauffagiste valence,commercial,local-listing,ville-principale,chauffagiste,meilleur,20,medium,/valence/chauffagiste,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
vivre chez soi pendant travaux,informational,guide-howto,national,multi,aucun,20,medium,/guides/vivre-pendant-travaux,a-creer,2,T4-questions-guides,oui,Variante reformulation H1
avis google vs bouche a oreille,informational,guide-howto,national,multi,aucun,20,medium,/guides/avis-google-vs-bao,a-creer,2,T4-questions-guides,oui,Variante reformulation H1
comment artisan local ou loin,informational,guide-howto,national,multi,aucun,18,medium,/guides/artisan-local-vs-loin,a-creer,2,T4-questions-guides,oui,Variante 'comment' - PAA-friendly
meilleur macon chambery,commercial,local-listing,ville-principale,macon,meilleur,16,medium,/chambery/macon,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur couvreur chambery,commercial,local-listing,ville-principale,couvreur,meilleur,16,medium,/chambery/couvreur,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur macon valence,commercial,local-listing,ville-principale,macon,meilleur,16,medium,/valence/macon,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
meilleur couvreur valence,commercial,local-listing,ville-principale,couvreur,meilleur,16,medium,/valence/couvreur,existante,2,T2-volume-eleve,oui,Modificateur meilleur/top - capte intent reassurance
artisan local ou pas grave,informational,guide-howto,national,multi,aucun,12,medium,/guides/artisan-local-vs-loin,a-creer,2,T4-questions-guides,oui,Variante reformulation H1
paysagiste lyon,transactional,local-listing,ville-principale,multi,aucun,651,medium,/lyon/paysagiste,a-creer,3,T3-longue-traine,oui,Metier etendu hors V1 - paysagiste fort vol urgence
plaquiste lyon,transactional,local-listing,ville-principale,multi,aucun,488,medium,/lyon/plaquiste,a-creer,3,T3-longue-traine,oui,Metier etendu hors V1 - plaquiste fort vol urgence
plombier montelimar,transactional,local-listing,commune-bassin,plombier,aucun,390,low,/valence/montelimar/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (39,800hab) - couverture geographique"
plombier annemasse,transactional,local-listing,commune-bassin,plombier,aucun,383,low,/annecy/annemasse/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (38,000hab) - couverture geographique"
plombier villefranche sur saone,transactional,local-listing,commune-bassin,plombier,aucun,378,low,/lyon/villefranche-sur-saone/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (36,700hab) - couverture geographique"
plombier thonon les bains,transactional,local-listing,commune-bassin,plombier,aucun,375,low,/annecy/thonon-les-bains/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (36,100hab) - couverture geographique"
paysagiste grenoble,transactional,local-listing,ville-principale,multi,aucun,355,medium,/grenoble/paysagiste,a-creer,3,T3-longue-traine,oui,Metier etendu hors V1 - paysagiste fort vol urgence
plombier bourgoin jallieu,transactional,local-listing,commune-bassin,plombier,aucun,343,low,/lyon/bourgoin-jallieu/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (28,800hab) - couverture geographique"
paysagiste annecy,transactional,local-listing,ville-principale,multi,aucun,322,medium,/annecy/paysagiste,a-creer,3,T3-longue-traine,oui,Metier etendu hors V1 - paysagiste fort vol urgence
electricien montelimar,transactional,local-listing,commune-bassin,electricien,aucun,312,low,/valence/montelimar/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (39,800hab) - couverture geographique"
electricien annemasse,transactional,local-listing,commune-bassin,electricien,aucun,307,low,/annecy/annemasse/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (38,000hab) - couverture geographique"
electricien villefranche sur saone,transactional,local-listing,commune-bassin,electricien,aucun,302,low,/lyon/villefranche-sur-saone/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (36,700hab) - couverture geographique"
electricien thonon les bains,transactional,local-listing,commune-bassin,electricien,aucun,300,low,/annecy/thonon-les-bains/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (36,100hab) - couverture geographique"
plombier albertville,transactional,local-listing,commune-bassin,plombier,aucun,290,low,/chambery/albertville/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (19,000hab) - couverture geographique"
plombier cluses,transactional,local-listing,commune-bassin,plombier,aucun,282,low,/annecy/cluses/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (17,700hab) - couverture geographique"
plombier l isle d abeau,transactional,local-listing,commune-bassin,plombier,aucun,279,low,/lyon/l-isle-d-abeau/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (17,200hab) - couverture geographique"
plombier sallanches,transactional,local-listing,commune-bassin,plombier,aucun,276,low,/annecy/sallanches/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (16,800hab) - couverture geographique"
electricien bourgoin jallieu,transactional,local-listing,commune-bassin,electricien,aucun,274,low,/lyon/bourgoin-jallieu/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (28,800hab) - couverture geographique"
plombier annonay,transactional,local-listing,commune-bassin,plombier,aucun,272,low,/valence/annonay/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (16,100hab) - couverture geographique"
plaquiste grenoble,transactional,local-listing,ville-principale,multi,aucun,266,medium,/grenoble/plaquiste,a-creer,3,T3-longue-traine,oui,Metier etendu hors V1 - plaquiste fort vol urgence
plombier saint julien en genevois,transactional,local-listing,commune-bassin,plombier,aucun,263,low,/annecy/saint-julien-en-genevois/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (14,800hab) - couverture geographique"
plombier pierrelatte,transactional,local-listing,commune-bassin,plombier,aucun,255,low,/valence/pierrelatte/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (13,800hab) - couverture geographique"
plombier belleville en beaujolais,transactional,local-listing,commune-bassin,plombier,aucun,254,low,/lyon/belleville-en-beaujolais/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (13,600hab) - couverture geographique"
plombier bonneville,transactional,local-listing,commune-bassin,plombier,aucun,250,low,/annecy/bonneville/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (13,100hab) - couverture geographique"
plombier brignais,transactional,local-listing,commune-bassin,plombier,aucun,243,low,/lyon/brignais/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (12,200hab) - couverture geographique"
plombier aubenas,transactional,local-listing,commune-bassin,plombier,aucun,243,low,/valence/aubenas/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (12,200hab) - couverture geographique"
plaquiste annecy,transactional,local-listing,ville-principale,multi,aucun,241,medium,/annecy/plaquiste,a-creer,3,T3-longue-traine,oui,Metier etendu hors V1 - plaquiste fort vol urgence
plombier tarare,transactional,local-listing,commune-bassin,plombier,aucun,234,low,/lyon/tarare/plombier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (11,100hab) - couverture geographique"
electricien albertville,transactional,local-listing,commune-bassin,electricien,aucun,232,low,/chambery/albertville/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (19,000hab) - couverture geographique"
plombier croix rousse,transactional,local-listing,quartier-intramuros,plombier,aucun,232,medium,/lyon/croix-rousse/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (30,000hab) - hyperlocal"
plombier guillotiere,transactional,local-listing,quartier-intramuros,plombier,aucun,232,medium,/lyon/guillotiere/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (30,000hab) - hyperlocal"
paysagiste valence,transactional,local-listing,ville-principale,multi,aucun,228,medium,/valence/paysagiste,a-creer,3,T3-longue-traine,oui,Metier etendu hors V1 - paysagiste fort vol urgence
electricien cluses,transactional,local-listing,commune-bassin,electricien,aucun,226,low,/annecy/cluses/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (17,700hab) - couverture geographique"
electricien l isle d abeau,transactional,local-listing,commune-bassin,electricien,aucun,223,low,/lyon/l-isle-d-abeau/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (17,200hab) - couverture geographique"
electricien sallanches,transactional,local-listing,commune-bassin,electricien,aucun,221,low,/annecy/sallanches/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (16,800hab) - couverture geographique"
paysagiste chambery,transactional,local-listing,ville-principale,multi,aucun,219,medium,/chambery/paysagiste,a-creer,3,T3-longue-traine,oui,Metier etendu hors V1 - paysagiste fort vol urgence
electricien annonay,transactional,local-listing,commune-bassin,electricien,aucun,217,low,/valence/annonay/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (16,100hab) - couverture geographique"
plombier part dieu,transactional,local-listing,quartier-intramuros,plombier,aucun,216,medium,/lyon/part-dieu/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (25,000hab) - hyperlocal"
plombier gerland,transactional,local-listing,quartier-intramuros,plombier,aucun,216,medium,/lyon/gerland/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (25,000hab) - hyperlocal"
plombier monplaisir,transactional,local-listing,quartier-intramuros,plombier,aucun,216,medium,/lyon/monplaisir/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (25,000hab) - hyperlocal"
plombier vaise,transactional,local-listing,quartier-intramuros,plombier,aucun,216,medium,/lyon/vaise/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (25,000hab) - hyperlocal"
electricien saint julien en genevois,transactional,local-listing,commune-bassin,electricien,aucun,210,low,/annecy/saint-julien-en-genevois/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (14,800hab) - couverture geographique"
electricien pierrelatte,transactional,local-listing,commune-bassin,electricien,aucun,204,low,/valence/pierrelatte/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (13,800hab) - couverture geographique"
electricien belleville en beaujolais,transactional,local-listing,commune-bassin,electricien,aucun,203,low,/lyon/belleville-en-beaujolais/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (13,600hab) - couverture geographique"
electricien bonneville,transactional,local-listing,commune-bassin,electricien,aucun,200,low,/annecy/bonneville/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (13,100hab) - couverture geographique"
plombier presquile,transactional,local-listing,quartier-intramuros,plombier,aucun,197,medium,/lyon/presquile/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (20,000hab) - hyperlocal"
plombier villette paul bert,transactional,local-listing,quartier-intramuros,plombier,aucun,197,medium,/lyon/villette-paul-bert/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (20,000hab) - hyperlocal"
electricien brignais,transactional,local-listing,commune-bassin,electricien,aucun,194,low,/lyon/brignais/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (12,200hab) - couverture geographique"
electricien aubenas,transactional,local-listing,commune-bassin,electricien,aucun,194,low,/valence/aubenas/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (12,200hab) - couverture geographique"
plombier montchat,transactional,local-listing,quartier-intramuros,plombier,aucun,189,medium,/lyon/montchat/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (18,000hab) - hyperlocal"
plombier brotteaux,transactional,local-listing,quartier-intramuros,plombier,aucun,189,medium,/lyon/brotteaux/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (18,000hab) - hyperlocal"
plombier etats unis,transactional,local-listing,quartier-intramuros,plombier,aucun,189,medium,/lyon/etats-unis/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (18,000hab) - hyperlocal"
electricien tarare,transactional,local-listing,commune-bassin,electricien,aucun,187,low,/lyon/tarare/electricien,a-creer,3,T3-longue-traine,oui,"Bassin grosse (11,100hab) - couverture geographique"
electricien croix rousse,transactional,local-listing,quartier-intramuros,electricien,aucun,186,medium,/lyon/croix-rousse/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (30,000hab) - hyperlocal"
electricien guillotiere,transactional,local-listing,quartier-intramuros,electricien,aucun,186,medium,/lyon/guillotiere/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (30,000hab) - hyperlocal"
plombier voreppe,transactional,local-listing,commune-agglo,plombier,aucun,177,low,/grenoble/voreppe/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (9,700hab) - longue traine locale"
plombier prefecture,transactional,local-listing,quartier-intramuros,plombier,aucun,176,medium,/lyon/prefecture/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (15,000hab) - hyperlocal"
plombier mermoz,transactional,local-listing,quartier-intramuros,plombier,aucun,176,medium,/lyon/mermoz/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (15,000hab) - hyperlocal"
electricien part dieu,transactional,local-listing,quartier-intramuros,electricien,aucun,173,medium,/lyon/part-dieu/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (25,000hab) - hyperlocal"
electricien gerland,transactional,local-listing,quartier-intramuros,electricien,aucun,173,medium,/lyon/gerland/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (25,000hab) - hyperlocal"
electricien monplaisir,transactional,local-listing,quartier-intramuros,electricien,aucun,173,medium,/lyon/monplaisir/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (25,000hab) - hyperlocal"
